Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook
251,Universidade de São Paulo,Brazil,47.9,55.9,53.5,37,39.5,32.7
401,Universidade Estadual de Campinas,Brazil,39.35,46.8,37.5,33.4,44.6,28.6
601,Universidade Federal de Minas Gerais,Brazil,29.7,29.3,16.8,42.5,38.3,25.4
601,Universidade Federal do Rio de Janeiro,Brazil,29.7,33.4,21.4,23.6,35.2,29
601,Universidade Federal do Rio Grande do Sul,Brazil,29.7,31.7,14.1,40.5,48.1,24.9
601,Universidade Federal de São Paulo,Brazil,29.7,33.9,19.7,45.8,35,27
601,Pontifícia Universidade Católica do Rio de Janeiro,Brazil,29.7,27,21.8,30.6,98.2,43.5
801,Universidade de Brasília,Brazil,22.45,22.3,13,25.8,37.6,30.3
801,Universidade Estadual Paulista,Brazil,22.45,37.1,19.9,14.7,35.4,25.1
801,Universidade Federal do ABC,Brazil,22.45,14.8,12.3,26.8,39.3,33.6
801,Universidade Federal da Bahia,Brazil,22.45,21.8,12.4,20.3,34.3,24
801,Universidade Federal de Pelotas,Brazil,22.45,22.1,10.4,42,34,20.6
801,Universidade Federal de Santa Catarina,Brazil,22.45,27.1,12,36.1,35.6,28.1
801,Universidade Federal de São Carlos,Brazil,22.45,26.3,13.1,15.3,40.4,23.4
801,Pontifícia Universidade Católica do Rio Grande do Sul,Brazil,22.45,16.8,11,39.5,48.9,26.3
1001,Universidade Estadual do Ceará,Brazil,14.35,16.2,7.7,8.6,34,16.1
1001,Universidade do Estado do Rio de Janeiro,Brazil,14.35,23,10.7,12.1,41.4,21
1001,Universidade Estadual de Maringá,Brazil,14.35,20.7,10,6.4,34.4,16
1001,Universidade Estadual do Oeste do Paraná,Brazil,14.35,21.8,7.3,2.9,34.1,13.7
1001,Universidade Federal do Ceará,Brazil,14.35,22.4,9.9,21.4,36,24.1
1001,Universidade Federal de Goiás,Brazil,14.35,18.5,9.4,13.3,37.6,18.3
1001,Universidade Federal de Itajubá,Brazil,14.35,15.7,8.6,10.2,36.6,21.4
1001,Universidade Federal de Lavras,Brazil,14.35,25.2,13.3,7.8,37.6,17.9
1001,Universidade Federal do Pará,Brazil,14.35,16.1,9.1,9.6,34.5,23.2
1001,Universidade Federal do Paraná,Brazil,14.35,19.6,11,10.1,34,20.8
1001,Universidade Federal de Pernambuco,Brazil,14.35,23.6,8.9,14.1,36.7,21.4
1001,Universidade Federal do Rio Grande do Norte,Brazil,14.35,18.7,8.4,16,41.9,22.1
1001,Universidade Federal de Santa Maria,Brazil,14.35,18.4,8.4,11.4,35.8,16.5
1001,Universidade Federal de Uberlândia,Brazil,14.35,23.7,9.2,9.7,34.3,16.7
1001,Universidade Federal de Viçosa,Brazil,14.35,27.5,13.4,10.6,45.8,19.4
1001,Universidade Federal Fluminense,Brazil,14.35,16.7,9.6,11,34.3,24.6
1001,Universidade Estadual de Londrina,Brazil,14.35,21.3,19.5,14,34,17.5
1001,Pontifícia Universidade Católica do Paraná,Brazil,14.35,15.4,9.4,16.1,36.1,24.7
1001,Universidade Estadual de Ponta Grossa,Brazil,14.35,17.3,18.8,16.8,34,16.5
1001,Universidade Tecnológica Federal do Paraná,Brazil,14.35,14.3,8.6,7.2,36.8,18.1
1001,Universidade do Vale do Rio dos Sinos,Brazil,14.35,20.8,14.2,14.7,34.9,19.3
