year,rank,institution,country,ods8_score
2024,=64,Universidade Estadual Paulista (Unesp),Brazil,76.5
2024,73,Universidade Federal do Paraná (UFPR),Brazil,75.6
2024,101–200,Federal University of Itajubá,Brazil,69.3–73.8
2024,101–200,Federal University of Minas Gerais,Brazil,69.3–73.8
2024,101–200,Pontifícia Universidade Católica do Paraná,Brazil,69.3–73.8
2024,101–200,University of Campinas,Brazil,69.3–73.8
2024,201–300,Federal University of Mato Grosso do Sul,Brazil,65.2–69.2
2024,201–300,Federal University of Pará,Brazil,65.2–69.2
2024,201–300,Federal University of Santa Maria,Brazil,65.2–69.2
2024,201–300,Fluminense Federal University,Brazil,65.2–69.2
2024,201–300,Universidade Estadual de Maringá,Brazil,65.2–69.2
2024,201–300,Universidade Federal de Sergipe,Brazil,65.2–69.2
2024,201–300,University of Brasília,Brazil,65.2–69.2
2024,301–400,Federal University of Espírito Santo,Brazil,61.2–65.1
2024,301–400,Universidade Federal de Pernambuco,Brazil,61.2–65.1
2024,301–400,Universidade Federal Rural do Semi-Arido,Brazil,61.2–65.1
2024,401–600,Federal University of Rio de Janeiro,Brazil,52.8–61.1
2024,401–600,Federal University of São Carlos,Brazil,52.8–61.1
2024,401–600,Federal University of Uberlândia,Brazil,52.8–61.1
2024,401–600,Londrina State University,Brazil,52.8–61.1
2024,401–600,Pontifical Catholic University of Minas Gerais,Brazil,52.8–61.1
2024,401–600,State University of Ponta Grossa,Brazil,52.8–61.1
2024,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,52.8–61.1
2024,401–600,Universidade Federal do ABC (UFABC),Brazil,52.8–61.1
2024,401–600,Universidade Nove de Julho (Uninove),Brazil,52.8–61.1
2024,601–800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,43.1–52.7
2024,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,43.1–52.7
2024,601–800,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,43.1–52.7
2024,601–800,University of Fortaleza (UNIFOR),Brazil,43.1–52.7
2024,601–800,Vila Velha University,Brazil,43.1–52.7
2024,801–1000,João Pessoa University Center (UNIPÊ),Brazil,30.7–43.0
2024,801–1000,Federal Rural University of Pernambuco,Brazil,30.7–43.0
2024,801–1000,Universidade Evangélica de Goiás,Brazil,30.7–43.0
2024,801–1000,Universidade Federal de Santa Catarina,Brazil,30.7–43.0
2024,801–1000,Universidade Federal do Maranhão (UFMA),Brazil,30.7–43.0
2024,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,1.4–30.6
2024,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.4–30.6
2024,1001+,Universidade Cidade de São Paulo,Brazil,1.4–30.6
2024,1001+,Cruzeiro do Sul University,Brazil,1.4–30.6
2024,1001+,Universidade Federal de Juiz de Fora,Brazil,1.4–30.6
2024,1001+,University Braz Cubas,Brazil,1.4–30.6
2025,=69,University of São Paulo,Brazil,76.7
2025,=74,Universidade Estadual Paulista (Unesp),Brazil,76.4
2025,101–200,Federal University of Minas Gerais,Brazil,69.5–74.8
2025,101–200,Universidade Federal de Campina Grande,Brazil,69.5–74.8
2025,101–200,University of Campinas,Brazil,69.5–74.8
2025,201–300,Federal University of Mato Grosso do Sul,Brazil,65.4–69.4
2025,201–300,Fluminense Federal University,Brazil,65.4–69.4
2025,201–300,Universidade Federal do Paraná (UFPR),Brazil,65.4–69.4
2025,301–400,Federal University of Espírito Santo,Brazil,62.1–65.3
2025,301–400,Federal University of Pará,Brazil,62.1–65.3
2025,301–400,Federal University of Santa Maria,Brazil,62.1–65.3
2025,301–400,Pontifícia Universidade Católica do Paraná,Brazil,62.1–65.3
2025,301–400,Universidade Estadual de Maringá,Brazil,62.1–65.3
2025,301–400,Universidade Federal de Pernambuco,Brazil,62.1–65.3
2025,301–400,Universidade Federal do ABC (UFABC),Brazil,62.1–65.3
2025,301–400,University of Brasília,Brazil,62.1–65.3
2025,401–600,Federal Rural University of Pernambuco,Brazil,54.8–62.0
2025,401–600,Federal University of Rio de Janeiro,Brazil,54.8–62.0
2025,401–600,Federal University of São Carlos,Brazil,54.8–62.0
2025,401–600,Federal University of Uberlândia,Brazil,54.8–62.0
2025,401–600,Londrina State University,Brazil,54.8–62.0
2025,401–600,Pontifical Catholic University of Minas Gerais,Brazil,54.8–62.0
2025,401–600,State University of Ponta Grossa,Brazil,54.8–62.0
2025,401–600,Universidade Federal de Juiz de Fora,Brazil,54.8–62.0
2025,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,54.8–62.0
2025,401–600,Universidade Federal de Sergipe,Brazil,54.8–62.0
2025,401–600,Universidade Federal Rural do Semi-Arido,Brazil,54.8–62.0
2025,401–600,Universidade Nove de Julho (Uninove),Brazil,54.8–62.0
2025,601–800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,45.9–54.7
2025,601–800,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,45.9–54.7
2025,601–800,Universidade Federal de Santa Catarina,Brazil,45.9–54.7
2025,601–800,University of Fortaleza (UNIFOR),Brazil,45.9–54.7
2025,801–1000,Federal University of Itajubá,Brazil,38.7–45.8
2025,801–1000,João Pessoa University Center (UNIPÊ),Brazil,38.7–45.8
2025,801–1000,UNESC,Brazil,38.7–45.8
2025,801–1000,Universidade Cidade de São Paulo,Brazil,38.7–45.8
2025,801–1000,Universidade Federal do Maranhão (UFMA),Brazil,38.7–45.8
2025,801–1000,Vila Velha University,Brazil,38.7–45.8
2025,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,0.8–38.6
2025,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,0.8–38.6
2025,1001+,Cruzeiro do Sul University,Brazil,0.8–38.6
2025,1001+,FSG University Center,Brazil,0.8–38.6
2025,1001+,Universidade Estadual do Maranhão,Brazil,0.8–38.6
2025,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,0.8–38.6
2025,1001+,University Braz Cubas,Brazil,0.8–38.6
