year,rank,institution,country,ods10_score
2019,=34,Universidade Federal de São Paulo (UNIFESP),Brazil,56.6
2019,92,Ceará State University,Brazil,46.7
2019,101–200,Universidade Federal do ABC (UFABC),Brazil,31.1–44.5
2019,101–200,Universidade Federal do Ceará (UFC),Brazil,31.1–44.5
2019,101–200,Universidade Federal Rural do Semi-Arido,Brazil,31.1–44.5
2019,101–200,Federal University of Santa Maria,Brazil,31.1–44.5
2019,201+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,8.0–30.9
2019,201+,Universidade Nove de Julho (Uninove),Brazil,8.0–30.9
2019,201+,Pontifícia Universidade Católica do Paraná,Brazil,8.0–30.9
2019,201+,Vila Velha University,Brazil,8.0–30.9
2020,90,Universidade Federal de São Paulo (UNIFESP),Brazil,63.6
2020,101–200,Ceará State University,Brazil,49.2–61.6
2020,101–200,Universidade Federal do Ceará (UFC),Brazil,49.2–61.6
2020,101–200,Federal University of Espírito Santo,Brazil,49.2–61.6
2020,101–200,Universidade Nove de Julho (Uninove),Brazil,49.2–61.6
2020,101–200,University of São Paulo,Brazil,49.2–61.6
2020,201–300,Universidade Estadual de Maringá,Brazil,38.7–49.0
2020,201–300,Universidade Federal do ABC (UFABC),Brazil,38.7–49.0
2020,201–300,Federal University of Santa Maria,Brazil,38.7–49.0
2020,201–300,Fluminense Federal University,Brazil,38.7–49.0
2020,201–300,University of Franca,Brazil,38.7–49.0
2020,201–300,Londrina State University,Brazil,38.7–49.0
2020,201–300,Pontifícia Universidade Católica do Paraná,Brazil,38.7–49.0
2020,201–300,Vila Velha University,Brazil,38.7–49.0
2020,301–400,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,25.5–38.6
2020,301–400,Universidade Federal Rural do Semi-Arido,Brazil,25.5–38.6
2020,301–400,Pontifical Catholic University of Minas Gerais,Brazil,25.5–38.6
2020,301–400,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,25.5–38.6
2020,301–400,Unisinos University,Brazil,25.5–38.6
2020,401+,Federal University of Itajubá,Brazil,6.7–25.3
2020,401+,Federal University of Viçosa,Brazil,6.7–25.3
2021,101–200,Federal University of Espírito Santo,Brazil,57.0–68.6
2021,101–200,Universidade Nove de Julho (Uninove),Brazil,57.0–68.6
2021,101–200,University of São Paulo,Brazil,57.0–68.6
2021,201–300,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,49.8–56.9
2021,201–300,Universidade Federal do Paraná (UFPR),Brazil,49.8–56.9
2021,201–300,Universidade Federal de Santa Catarina,Brazil,49.8–56.9
2021,201–300,Londrina State University,Brazil,49.8–56.9
2021,201–300,Pontifícia Universidade Católica do Paraná,Brazil,49.8–56.9
2021,301–400,Universidade Federal do ABC (UFABC),Brazil,43.0–49.5
2021,301–400,Universidade Federal do Ceará (UFC),Brazil,43.0–49.5
2021,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,43.0–49.5
2021,301–400,Federal University of Uberlândia,Brazil,43.0–49.5
2021,301–400,University of Franca,Brazil,43.0–49.5
2021,401–600,Ceará State University,Brazil,25.2–42.9
2021,401–600,Universidade Estadual de Maringá,Brazil,25.2–42.9
2021,401–600,Universidade Federal de Juiz de Fora,Brazil,25.2–42.9
2021,401–600,Federal University of Mato Grosso do Sul,Brazil,25.2–42.9
2021,401–600,Federal University of Pará,Brazil,25.2–42.9
2021,401–600,Universidade Federal Rural do Semi-Arido,Brazil,25.2–42.9
2021,401–600,Federal University of Santa Maria,Brazil,25.2–42.9
2021,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,25.2–42.9
2021,401–600,Universidade Federal de Sergipe,Brazil,25.2–42.9
2021,401–600,Fluminense Federal University,Brazil,25.2–42.9
2021,401–600,Pontifical Catholic University of Minas Gerais,Brazil,25.2–42.9
2021,401–600,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,25.2–42.9
2021,401–600,Unisinos University,Brazil,25.2–42.9
2021,401–600,Vila Velha University,Brazil,25.2–42.9
2021,601+,Cogna Educação,Brazil,5.1–25.1
2021,601+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,5.1–25.1
2021,601+,Federal University of Itajubá,Brazil,5.1–25.1
2021,601+,Federal University of Piauí,Brazil,5.1–25.1
2022,101–200,Universidade Nove de Julho (Uninove),Brazil,62.5–72.5
2022,201–300,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,55.1–62.4
2022,201–300,Federal University of Espírito Santo,Brazil,55.1–62.4
2022,201–300,Federal University of Mato Grosso do Sul,Brazil,55.1–62.4
2022,201–300,Pontifícia Universidade Católica do Paraná,Brazil,55.1–62.4
2022,201–300,University of São Paulo,Brazil,55.1–62.4
2022,301–400,Federal University of Rio de Janeiro,Brazil,48.3–54.7
2022,301–400,Universidade Federal de Santa Catarina,Brazil,48.3–54.7
2022,301–400,Federal University of Uberlândia,Brazil,48.3–54.7
2022,301–400,Londrina State University,Brazil,48.3–54.7
2022,401–600,University of Campinas,Brazil,35.7–48.2
2022,401–600,Ceará State University,Brazil,35.7–48.2
2022,401–600,Universidade Estadual de Maringá,Brazil,35.7–48.2
2022,401–600,Universidade Federal do Ceará (UFC),Brazil,35.7–48.2
2022,401–600,Universidade Federal de Ouro Preto (UFOP),Brazil,35.7–48.2
2022,401–600,Federal University of Pará,Brazil,35.7–48.2
2022,401–600,Universidade Federal do Paraná (UFPR),Brazil,35.7–48.2
2022,401–600,Federal University of Santa Maria,Brazil,35.7–48.2
2022,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,35.7–48.2
2022,401–600,Universidade Federal de Sergipe,Brazil,35.7–48.2
2022,401–600,University of Franca,Brazil,35.7–48.2
2022,401–600,Insper Instituto de Ensino e Pesquisa,Brazil,35.7–48.2
2022,401–600,Unisinos University,Brazil,35.7–48.2
2022,401–600,Vila Velha University,Brazil,35.7–48.2
2022,601+,Universidade do Estado do Amazonas,Brazil,5.2–35.5
2022,601+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,5.2–35.5
2022,601+,Federal University of Itajubá,Brazil,5.2–35.5
2022,601+,Universidade Federal de Juiz de Fora,Brazil,5.2–35.5
2022,601+,Federal Rural University of Pernambuco,Brazil,5.2–35.5
2022,601+,Universidade Federal Rural do Semi-Arido,Brazil,5.2–35.5
2022,601+,Federal University of Vales do Jequitinhonha e Mucuri,Brazil,5.2–35.5
2022,601+,Pontifical Catholic University of Minas Gerais,Brazil,5.2–35.5
2022,601+,State University of Ponta Grossa,Brazil,5.2–35.5
2023,101–200,Universidade Nove de Julho (Uninove),Brazil,65.2–73.3
2023,301–400,University of Brasília,Brazil,51.8–57.5
2023,301–400,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,51.8–57.5
2023,301–400,Federal University of Mato Grosso do Sul,Brazil,51.8–57.5
2023,301–400,Londrina State University,Brazil,51.8–57.5
2023,301–400,Pontifícia Universidade Católica do Paraná,Brazil,51.8–57.5
2023,301–400,University of São Paulo,Brazil,51.8–57.5
2023,401–600,University of Campinas,Brazil,40.0–51.7
2023,401–600,Ceará State University,Brazil,40.0–51.7
2023,401–600,Universidade Federal do ABC (UFABC),Brazil,40.0–51.7
2023,401–600,Federal University of Espírito Santo,Brazil,40.0–51.7
2023,401–600,Federal University of Pará,Brazil,40.0–51.7
2023,401–600,Universidade Federal do Paraná (UFPR),Brazil,40.0–51.7
2023,401–600,Universidade Federal de Santa Catarina,Brazil,40.0–51.7
