year,rank,institution,country,ods10_score
2023,401–600,Federal University of Santa Maria,Brazil,40.0–51.7
2023,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,40.0–51.7
2023,401–600,Universidade Federal de Sergipe,Brazil,40.0–51.7
2023,401–600,Federal University of Uberlândia,Brazil,40.0–51.7
2023,401–600,University of Franca,Brazil,40.0–51.7
2023,401–600,Vila Velha University,Brazil,40.0–51.7
2023,601–800,Cogna Educação,Brazil,25.6–39.9
2023,601–800,Universidade Estadual do Maranhão,Brazil,25.6–39.9
2023,601–800,Universidade Estadual de Maringá,Brazil,25.6–39.9
2023,601–800,Federal University of Itajubá,Brazil,25.6–39.9
2023,601–800,Universidade Federal de Juiz de Fora,Brazil,25.6–39.9
2023,601–800,Federal Rural University of Pernambuco,Brazil,25.6–39.9
2023,601–800,Universidade Federal Rural do Semi-Arido,Brazil,25.6–39.9
2023,601–800,Fluminense Federal University,Brazil,25.6–39.9
2023,601–800,State University of Ponta Grossa,Brazil,25.6–39.9
2023,801+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,3.9–25.5
2023,801+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,3.9–25.5
2024,201–300,Federal University of Minas Gerais,Brazil,62.2–68.7
2024,201–300,Universidade Nove de Julho (Uninove),Brazil,62.2–68.7
2024,301–400,Londrina State University,Brazil,56.5–62.1
2024,301–400,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,56.5–62.1
2024,301–400,Universidade Federal do Paraná (UFPR),Brazil,56.5–62.1
2024,301–400,University of Brasília,Brazil,56.5–62.1
2024,301–400,University of São Paulo,Brazil,56.5–62.1
2024,401–600,Federal University of Mato Grosso do Sul,Brazil,47.2–56.4
2024,401–600,Federal University of Pará,Brazil,47.2–56.4
2024,401–600,Federal University of Uberlândia,Brazil,47.2–56.4
2024,401–600,Universidade Estadual Paulista (Unesp),Brazil,47.2–56.4
2024,401–600,Universidade Federal do ABC (UFABC),Brazil,47.2–56.4
2024,401–600,Universidade Federal Rural do Semi-Arido,Brazil,47.2–56.4
2024,401–600,Vila Velha University,Brazil,47.2–56.4
2024,601–800,Ceará State University,Brazil,37.0–47.1
2024,601–800,Federal Rural University of Pernambuco,Brazil,37.0–47.1
2024,601–800,Federal University of Itajubá,Brazil,37.0–47.1
2024,601–800,Federal University of Santa Maria,Brazil,37.0–47.1
2024,601–800,Federal University of São Carlos,Brazil,37.0–47.1
2024,601–800,Fluminense Federal University,Brazil,37.0–47.1
2024,601–800,Pontifícia Universidade Católica do Paraná,Brazil,37.0–47.1
2024,601–800,State University of Ponta Grossa,Brazil,37.0–47.1
2024,601–800,Universidade Estadual de Maringá,Brazil,37.0–47.1
2024,601–800,Universidade Federal de Juiz de Fora,Brazil,37.0–47.1
2024,601–800,Universidade Federal de Santa Catarina,Brazil,37.0–47.1
2024,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,37.0–47.1
2024,601–800,Universidade Federal de Sergipe,Brazil,37.0–47.1
2024,601–800,University of Campinas,Brazil,37.0–47.1
2024,601–800,University of Franca,Brazil,37.0–47.1
2024,801–1000,João Pessoa University Center (UNIPÊ),Brazil,23.8–36.9
2024,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,23.8–36.9
2024,801–1000,Universidade Estadual do Maranhão,Brazil,23.8–36.9
2024,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,23.8–36.9
2024,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.4–23.6
2024,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,2.4–23.6
2024,1001+,Universidade Estadual do Norte do Paraná (UENP),Brazil,2.4–23.6
2024,1001+,University Braz Cubas,Brazil,2.4–23.6
2025,201–300,Universidade Nove de Julho (Uninove),Brazil,62.5–68.6
2025,201–300,University of São Paulo,Brazil,62.5–68.6
2025,301–400,Federal University of Espírito Santo,Brazil,57.3–62.4
2025,301–400,Federal University of Minas Gerais,Brazil,57.3–62.4
2025,301–400,Londrina State University,Brazil,57.3–62.4
2025,301–400,Universidade Estadual Paulista (Unesp),Brazil,57.3–62.4
2025,301–400,Universidade Federal do Paraná (UFPR),Brazil,57.3–62.4
2025,401–600,Federal University of Mato Grosso do Sul,Brazil,49.1–57.2
2025,401–600,Federal University of Pará,Brazil,49.1–57.2
2025,401–600,Federal University of Santa Maria,Brazil,49.1–57.2
2025,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,49.1–57.2
2025,401–600,Universidade Federal de Juiz de Fora,Brazil,49.1–57.2
2025,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,49.1–57.2
2025,401–600,University of Brasília,Brazil,49.1–57.2
2025,401–600,Vila Velha University,Brazil,49.1–57.2
2025,601–800,Federal University of Lavras,Brazil,40.5–49.0
2025,601–800,Federal University of Uberlândia,Brazil,40.5–49.0
2025,601–800,Fluminense Federal University,Brazil,40.5–49.0
2025,601–800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,40.5–49.0
2025,601–800,Pontifícia Universidade Católica do Paraná,Brazil,40.5–49.0
2025,601–800,Universidade Estadual de Maringá,Brazil,40.5–49.0
2025,601–800,Universidade Federal de Campina Grande,Brazil,40.5–49.0
2025,601–800,Universidade Federal de Santa Catarina,Brazil,40.5–49.0
2025,601–800,Universidade Federal de Sergipe,Brazil,40.5–49.0
2025,601–800,Universidade Federal do Maranhão (UFMA),Brazil,40.5–49.0
2025,601–800,Universidade Federal Rural do Semi-Arido,Brazil,40.5–49.0
2025,601–800,University Center of the Federal District,Brazil,40.5–49.0
2025,601–800,University of Campinas,Brazil,40.5–49.0
2025,801–1000,Federal Rural University of Pernambuco,Brazil,31.1–40.4
2025,801–1000,Federal University of São Carlos,Brazil,31.1–40.4
2025,801–1000,State University of Ponta Grossa,Brazil,31.1–40.4
2025,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,31.1–40.4
2025,801–1000,University of Franca,Brazil,31.1–40.4
2025,1001+,Ceará State University,Brazil,1.3–31.0
2025,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,1.3–31.0
2025,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.3–31.0
2025,1001+,FSG University Center,Brazil,1.3–31.0
2025,1001+,João Pessoa University Center (UNIPÊ),Brazil,1.3–31.0
2025,1001+,UNESC,Brazil,1.3–31.0
2025,1001+,Universidade Estadual do Maranhão,Brazil,1.3–31.0
2025,1001+,Universidade Estadual do Norte do Paraná (UENP),Brazil,1.3–31.0
2025,1001+,University Braz Cubas,Brazil,1.3–31.0
