year,rank,institution,country,ods16_score
2021,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,21.6–47.3
2021,401–600,Universidade Federal de Sergipe,Brazil,21.6–47.3
2021,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,21.6–47.3
2021,401–600,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,21.6–47.3
2021,401–600,Universidade Federal de Jataí (UFJ),Brazil,21.6–47.3
2021,601+,Universidade Federal de Juiz de Fora,Brazil,4.7–21.5
2022,=57,University of São Paulo,Brazil,82.4
2022,101–200,Federal University of Espírito Santo,Brazil,71.3–78.4
2022,101–200,Federal University of Uberlândia,Brazil,71.3–78.4
2022,101–200,University of Fortaleza (UNIFOR),Brazil,71.3–78.4
2022,101–200,Londrina State University,Brazil,71.3–78.4
2022,101–200,Pontifícia Universidade Católica do Paraná,Brazil,71.3–78.4
2022,201–300,University of Brasília,Brazil,64.0–71.2
2022,201–300,Federal University of Mato Grosso do Sul,Brazil,64.0–71.2
2022,201–300,Federal University of Pará,Brazil,64.0–71.2
2022,201–300,Insper Instituto de Ensino e Pesquisa,Brazil,64.0–71.2
2022,301–400,University of Campinas,Brazil,56.2–63.9
2022,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,56.2–63.9
2022,301–400,Federal University of Rio de Janeiro,Brazil,56.2–63.9
2022,301–400,Pontifical Catholic University of Minas Gerais,Brazil,56.2–63.9
2022,301–400,Unisinos University,Brazil,56.2–63.9
2022,401–600,Universidade Estadual de Maringá,Brazil,40.4–56.1
2022,401–600,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,40.4–56.1
2022,401–600,Universidade Federal do ABC (UFABC),Brazil,40.4–56.1
2022,401–600,Universidade Federal do Ceará (UFC),Brazil,40.4–56.1
2022,401–600,Federal University of Itajubá,Brazil,40.4–56.1
2022,401–600,Universidade Federal de Juiz de Fora,Brazil,40.4–56.1
2022,401–600,Universidade Federal do Paraná (UFPR),Brazil,40.4–56.1
2022,401–600,Universidade Federal de Santa Catarina,Brazil,40.4–56.1
2022,401–600,Federal University of Santa Maria,Brazil,40.4–56.1
2022,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,40.4–56.1
2022,401–600,Universidade Federal de Sergipe,Brazil,40.4–56.1
2022,401–600,University of Franca,Brazil,40.4–56.1
2022,401–600,Vila Velha University,Brazil,40.4–56.1
2022,601–800,Universidade do Estado do Amazonas,Brazil,13.0–40.3
2022,601–800,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,13.0–40.3
2022,601–800,Federal Rural University of Pernambuco,Brazil,13.0–40.3
2022,601–800,Universidade Federal Rural do Semi-Arido,Brazil,13.0–40.3
2022,601–800,Federal University of São Carlos,Brazil,13.0–40.3
2022,601–800,Federal University of Vales do Jequitinhonha e Mucuri,Brazil,13.0–40.3
2022,601–800,Universidade Nove de Julho (Uninove),Brazil,13.0–40.3
2023,101–200,Federal University of Espírito Santo,Brazil,70.0–77.0
2023,201–300,University of Brasília,Brazil,63.7–69.9
2023,201–300,Federal University of Uberlândia,Brazil,63.7–69.9
2023,201–300,Fluminense Federal University,Brazil,63.7–69.9
2023,201–300,University of Fortaleza (UNIFOR),Brazil,63.7–69.9
2023,201–300,Londrina State University,Brazil,63.7–69.9
2023,201–300,Pontifical Catholic University of Minas Gerais,Brazil,63.7–69.9
2023,201–300,University of São Paulo,Brazil,63.7–69.9
2023,301–400,University of Campinas,Brazil,58.7–63.6
2023,301–400,Universidade Federal do ABC (UFABC),Brazil,58.7–63.6
2023,301–400,Federal University of Mato Grosso do Sul,Brazil,58.7–63.6
2023,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,58.7–63.6
2023,301–400,Universidade Federal de Sergipe,Brazil,58.7–63.6
2023,401–600,Universidade Estadual de Maringá,Brazil,45.2–58.6
2023,401–600,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,45.2–58.6
2023,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,45.2–58.6
2023,401–600,Federal University of Itajubá,Brazil,45.2–58.6
2023,401–600,Universidade Federal de Juiz de Fora,Brazil,45.2–58.6
2023,401–600,Federal University of Pará,Brazil,45.2–58.6
2023,401–600,Universidade Federal do Paraná (UFPR),Brazil,45.2–58.6
2023,401–600,Federal University of Santa Maria,Brazil,45.2–58.6
2023,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,45.2–58.6
2023,401–600,Universidade Nove de Julho (Uninove),Brazil,45.2–58.6
2023,401–600,Pontifícia Universidade Católica do Paraná,Brazil,45.2–58.6
2023,601–800,Federal Rural University of Pernambuco,Brazil,29.1–45.0
2023,601–800,Universidade Federal Rural do Semi-Arido,Brazil,29.1–45.0
2023,601–800,Universidade Federal de Santa Catarina,Brazil,29.1–45.0
2023,601–800,Federal University of São Carlos,Brazil,29.1–45.0
2023,601–800,State University of Ponta Grossa,Brazil,29.1–45.0
2023,601–800,Vila Velha University,Brazil,29.1–45.0
2023,801+,University Braz Cubas,Brazil,2.5–29.0
2023,801+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.5–29.0
2023,801+,Cogna Educação,Brazil,2.5–29.0
2023,801+,Federal University of Paraí­ba (UFPB),Brazil,2.5–29.0
2023,801+,University of Franca,Brazil,2.5–29.0
2024,=52,Universidade Federal do ABC (UFABC),Brazil,83.0
2024,101–200,Federal University of Minas Gerais,Brazil,72.7–79.6
2024,101–200,Londrina State University,Brazil,72.7–79.6
2024,201–300,Federal University of Mato Grosso do Sul,Brazil,67.0–72.6
2024,201–300,Pontifical Catholic University of Minas Gerais,Brazil,67.0–72.6
2024,201–300,University of Brasília,Brazil,67.0–72.6
2024,301–400,Federal University of Espírito Santo,Brazil,61.9–66.8
2024,301–400,Federal University of Pará,Brazil,61.9–66.8
2024,301–400,Federal University of Uberlândia,Brazil,61.9–66.8
2024,301–400,Fluminense Federal University,Brazil,61.9–66.8
2024,301–400,Universidade Estadual de Maringá,Brazil,61.9–66.8
2024,301–400,Universidade Federal de Sergipe,Brazil,61.9–66.8
2024,301–400,Universidade Federal do Paraná (UFPR),Brazil,61.9–66.8
2024,401–600,Federal University of Itajubá,Brazil,51.3–61.8
2024,401–600,Federal University of Santa Maria,Brazil,51.3–61.8
2024,401–600,Federal University of São Carlos,Brazil,51.3–61.8
2024,401–600,Pontifícia Universidade Católica do Paraná,Brazil,51.3–61.8
2024,401–600,Positivo University,Brazil,51.3–61.8
2024,401–600,State University of Ponta Grossa,Brazil,51.3–61.8
2024,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,51.3–61.8
2024,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,51.3–61.8
2024,401–600,Universidade Federal Rural do Semi-Arido,Brazil,51.3–61.8
2024,401–600,Universidade Nove de Julho (Uninove),Brazil,51.3–61.8
2024,401–600,University of Campinas,Brazil,51.3–61.8
2024,401–600,University of Fortaleza (UNIFOR),Brazil,51.3–61.8
2024,401–600,University of São Paulo,Brazil,51.3–61.8
2024,601–800,João Pessoa University Center (UNIPÊ),Brazil,39.6–51.2
2024,601–800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,39.6–51.2
2024,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,39.6–51.2
2024,601–800,Universidade Federal de Juiz de Fora,Brazil,39.6–51.2
2024,601–800,Universidade Federal de Santa Catarina,Brazil,39.6–51.2
2024,601–800,Vila Velha University,Brazil,39.6–51.2
2024,801–1000,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,23.7–39.3
2024,801–1000,Federal Rural University of Pernambuco,Brazil,23.7–39.3
2024,801–1000,Universidade Estadual Paulista (Unesp),Brazil,23.7–39.3
2024,1001+,University Braz Cubas,Brazil,2.8–23.6
2025,201–300,Fluminense Federal University,Brazil,62.2–68.0
2025,201–300,Pontifical Catholic University of Minas Gerais,Brazil,62.2–68.0
2025,201–300,University of São Paulo,Brazil,62.2–68.0
2025,301–400,Federal University of Minas Gerais,Brazil,57.7–62.1
2025,301–400,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,57.7–62.1
2025,301–400,Universidade Federal de Santa Catarina,Brazil,57.7–62.1
2025,301–400,University of Brasília,Brazil,57.7–62.1
2025,401–600,Federal University of Lavras,Brazil,50.4–57.6
2025,401–600,Federal University of Uberlândia,Brazil,50.4–57.6
2025,401–600,Pontifícia Universidade Católica do Paraná,Brazil,50.4–57.6
2025,401–600,State University of Ponta Grossa,Brazil,50.4–57.6
2025,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,50.4–57.6
2025,401–600,Universidade Federal do ABC (UFABC),Brazil,50.4–57.6
2025,401–600,Universidade Federal do Paraná (UFPR),Brazil,50.4–57.6
2025,401–600,Universidade Nove de Julho (Uninove),Brazil,50.4–57.6
2025,401–600,University of Fortaleza (UNIFOR),Brazil,50.4–57.6
2025,601–800,Federal University of Espírito Santo,Brazil,41.7–50.3
2025,601–800,Federal University of Mato Grosso do Sul,Brazil,41.7–50.3
2025,601–800,Federal University of Pará,Brazil,41.7–50.3
2025,601–800,João Pessoa University Center (UNIPÊ),Brazil,41.7–50.3
2025,601–800,Londrina State University,Brazil,41.7–50.3
2025,601–800,Positivo University,Brazil,41.7–50.3
2025,601–800,UNESC,Brazil,41.7–50.3
2025,601–800,Universidade Estadual Paulista (Unesp),Brazil,41.7–50.3
2025,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,41.7–50.3
2025,601–800,Universidade Federal de Sergipe,Brazil,41.7–50.3
2025,601–800,Universidade Federal Rural do Semi-Arido,Brazil,41.7–50.3
2025,601–800,University of Campinas,Brazil,41.7–50.3
2025,801–1000,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,31.8–41.6
2025,801–1000,Federal Rural University of Pernambuco,Brazil,31.8–41.6
2025,801–1000,Federal University of Itajubá,Brazil,31.8–41.6
2025,801–1000,Federal University of Santa Maria,Brazil,31.8–41.6
2025,801–1000,Federal University of São Carlos,Brazil,31.8–41.6
2025,801–1000,Modulo University Center,Brazil,31.8–41.6
2025,801–1000,Universidade Estadual de Maringá,Brazil,31.8–41.6
2025,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,31.8–41.6
2025,801–1000,Universidade Federal de Juiz de Fora,Brazil,31.8–41.6
2025,801–1000,Universidade Federal de Ouro Preto (UFOP),Brazil,31.8–41.6
2025,801–1000,Universidade Federal do Sul e Sudeste do Pará- UNIFESSPA,Brazil,31.8–41.6
2025,801–1000,Vila Velha University,Brazil,31.8–41.6
2025,1001+,Universidade Estadual do Maranhão,Brazil,2.4–31.7
2025,1001+,Universidade Federal de Campina Grande,Brazil,2.4–31.7
2025,1001+,University Braz Cubas,Brazil,2.4–31.7
