year,rank,institution,country,ods9_score
2019,26,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,78.9
2019,101–200,Federal University of Itajubá,Brazil,30.3–50.6
2019,101–200,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,30.3–50.6
2019,201–300,Universidade Federal do Ceará (UFC),Brazil,15.1–30.1
2019,201–300,Universidade Federal de São Paulo (UNIFESP),Brazil,15.1–30.1
2019,201–300,Pontifícia Universidade Católica do Paraná,Brazil,15.1–30.1
2019,201–300,Universidade Estadual de Santa Cruz,Brazil,15.1–30.1
2019,201–300,Unisinos University,Brazil,15.1–30.1
2019,301+,Universidade Federal Rural do Semi-Arido,Brazil,1.6–14.7
2019,301+,Universidade Nove de Julho (Uninove),Brazil,1.6–14.7
2019,301+,Vila Velha University,Brazil,1.6–14.7
2020,=46,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,88.0
2020,73,Universidade Estadual Paulista (Unesp),Brazil,81.0
2020,=92,University of São Paulo,Brazil,75.5
2020,101–200,Universidade Estadual de Maringá,Brazil,53.3–74.7
2020,101–200,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,53.3–74.7
2020,201–300,Universidade Federal do Ceará (UFC),Brazil,39.5–53.2
2020,201–300,Federal University of Itajubá,Brazil,39.5–53.2
2020,201–300,Universidade Federal de São Paulo (UNIFESP),Brazil,39.5–53.2
2020,201–300,Fluminense Federal University,Brazil,39.5–53.2
2020,301–400,Federal University of Espírito Santo,Brazil,24.3–39.4
2020,301–400,Federal University of Viçosa,Brazil,24.3–39.4
2020,301–400,Londrina State University,Brazil,24.3–39.4
2020,301–400,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,24.3–39.4
2020,301–400,Pontifícia Universidade Católica do Paraná,Brazil,24.3–39.4
2020,301–400,Universidade Estadual de Santa Cruz,Brazil,24.3–39.4
2020,301–400,Unisinos University,Brazil,24.3–39.4
2020,401+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,2.2–24.2
2020,401+,Universidade Federal do ABC (UFABC),Brazil,2.2–24.2
2020,401+,Universidade Federal Rural do Semi-Arido,Brazil,2.2–24.2
2020,401+,University of Franca,Brazil,2.2–24.2
2020,401+,Universidade Nove de Julho (Uninove),Brazil,2.2–24.2
2020,401+,Vila Velha University,Brazil,2.2–24.2
2021,67,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,90.1
2021,71,University of São Paulo,Brazil,89.2
2021,=79,Universidade Estadual Paulista (Unesp),Brazil,87.4
2021,201–300,Universidade Estadual de Maringá,Brazil,52.1–66.2
2021,201–300,Universidade Federal do Ceará (UFC),Brazil,52.1–66.2
2021,201–300,Federal University of Itajubá,Brazil,52.1–66.2
2021,201–300,Universidade Federal do Paraná (UFPR),Brazil,52.1–66.2
2021,201–300,Universidade Federal de Santa Catarina,Brazil,52.1–66.2
2021,201–300,Federal University of Santa Maria,Brazil,52.1–66.2
2021,201–300,Universidade Federal de São Paulo (UNIFESP),Brazil,52.1–66.2
2021,201–300,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,52.1–66.2
2021,401–600,Universidade Federal do ABC (UFABC),Brazil,19.5–40.4
2021,401–600,Federal University of Espírito Santo,Brazil,19.5–40.4
2021,401–600,Federal University of Mato Grosso do Sul,Brazil,19.5–40.4
2021,401–600,Universidade Federal de Ouro Preto (UFOP),Brazil,19.5–40.4
2021,401–600,Universidade Federal de Sergipe,Brazil,19.5–40.4
2021,401–600,Federal University of Uberlândia,Brazil,19.5–40.4
2021,401–600,University of Fortaleza (UNIFOR),Brazil,19.5–40.4
2021,401–600,Londrina State University,Brazil,19.5–40.4
2021,401–600,Universidade Nove de Julho (Uninove),Brazil,19.5–40.4
2021,401–600,Pontifical Catholic University of Minas Gerais,Brazil,19.5–40.4
2021,401–600,Unisinos University,Brazil,19.5–40.4
2021,401–600,Universidade Federal de Jataí (UFJ),Brazil,19.5–40.4
2021,601+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,1.2–19.4
2021,601+,Federal University of Piauí,Brazil,1.2–19.4
2021,601+,Universidade Federal Rural do Semi-Arido,Brazil,1.2–19.4
2021,601+,University of Franca,Brazil,1.2–19.4
2021,601+,Vila Velha University,Brazil,1.2–19.4
2022,23,Universidade Federal de Santa Catarina,Brazil,98.4
2022,=27,Universidade Estadual Paulista (Unesp),Brazil,98.0
2022,51,University of São Paulo,Brazil,94.3
2022,=79,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,89.1
2022,101–200,University of Campinas,Brazil,70.1–85.4
2022,201–300,Universidade Estadual de Maringá,Brazil,57.6–69.8
2022,201–300,Federal University of Santa Maria,Brazil,57.6–69.8
2022,301–400,Universidade Federal do Paraná (UFPR),Brazil,47.2–57.1
2022,301–400,Federal University of São Carlos,Brazil,47.2–57.1
2022,301–400,Universidade Federal de São Paulo (UNIFESP),Brazil,47.2–57.1
2022,401–600,Universidade Federal do Ceará (UFC),Brazil,27.9–46.9
2022,401–600,Federal University of Espírito Santo,Brazil,27.9–46.9
2022,401–600,Federal University of Itajubá,Brazil,27.9–46.9
2022,401–600,Federal University of Mato Grosso do Sul,Brazil,27.9–46.9
2022,401–600,Londrina State University,Brazil,27.9–46.9
2022,401–600,Universidade Nove de Julho (Uninove),Brazil,27.9–46.9
2022,401–600,Unisinos University,Brazil,27.9–46.9
2022,401–600,Vila Velha University,Brazil,27.9–46.9
2022,601+,Universidade do Estado do Amazonas,Brazil,6.9–27.8
2022,601+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,6.9–27.8
2022,601+,Universidade Federal de Juiz de Fora,Brazil,6.9–27.8
2022,601+,Universidade Federal de Ouro Preto (UFOP),Brazil,6.9–27.8
2022,601+,Universidade Federal Rural do Semi-Arido,Brazil,6.9–27.8
2022,601+,Universidade Federal de Sergipe,Brazil,6.9–27.8
2022,601+,Federal University of Uberlândia,Brazil,6.9–27.8
2022,601+,University of Fortaleza (UNIFOR),Brazil,6.9–27.8
2022,601+,University of Franca,Brazil,6.9–27.8
2022,601+,Pontifical Catholic University of Minas Gerais,Brazil,6.9–27.8
2023,=25,Universidade Estadual Paulista (Unesp),Brazil,98.8
2023,=51,University of São Paulo,Brazil,95.0
2023,82,University of Campinas,Brazil,89.6
2023,84,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,89.4
2023,201–300,University of Caxias do Sul,Brazil,60.3–72.9
2023,201–300,Universidade Federal do Paraná (UFPR),Brazil,60.3–72.9
2023,201–300,Universidade Federal de Santa Catarina,Brazil,60.3–72.9
2023,201–300,Federal University of Santa Maria,Brazil,60.3–72.9
2023,301–400,Federal University of Itajubá,Brazil,51.0–60.2
2023,301–400,Federal University of São Carlos,Brazil,51.0–60.2
2023,401–600,Federal University of Mato Grosso do Sul,Brazil,33.9–50.8
2023,401–600,Federal University of Pará,Brazil,33.9–50.8
2023,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,33.9–50.8
2023,401–600,Federal University of Uberlândia,Brazil,33.9–50.8
2023,401–600,Londrina State University,Brazil,33.9–50.8
2023,401–600,Universidade Nove de Julho (Uninove),Brazil,33.9–50.8
2023,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,17.2–33.8
2023,601–800,Universidade Federal do ABC (UFABC),Brazil,17.2–33.8
2023,601–800,Federal University of Lavras,Brazil,17.2–33.8
2023,601–800,Federal Rural University of Pernambuco,Brazil,17.2–33.8
2023,601–800,Universidade Federal de Sergipe,Brazil,17.2–33.8
2023,601–800,Fluminense Federal University,Brazil,17.2–33.8
2023,601–800,University of Fortaleza (UNIFOR),Brazil,17.2–33.8
2023,601–800,University of Franca,Brazil,17.2–33.8
2023,601–800,State University of Ponta Grossa,Brazil,17.2–33.8
2023,601–800,Vila Velha University,Brazil,17.2–33.8
2023,801+,Cogna Educação,Brazil,4.8–17.0
2023,801+,Universidade Federal de Juiz de Fora,Brazil,4.8–17.0
2024,=9,Universidade Estadual Paulista (Unesp),Brazil,99.9
2024,=58,University of Campinas,Brazil,95.9
2024,=60,University of São Paulo,Brazil,95.7
2024,93,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,91.3
2024,201–300,Federal University of Lavras,Brazil,65.2–76.9
2024,201–300,Universidade Federal de Santa Catarina,Brazil,65.2–76.9
2024,301–400,Federal University of São Carlos,Brazil,57.3–65.1
2024,301–400,Universidade Federal de Juiz de Fora,Brazil,57.3–65.1
2024,301–400,Universidade Federal do Paraná (UFPR),Brazil,57.3–65.1
2024,301–400,University of Caxias do Sul,Brazil,57.3–65.1
2024,401–600,Federal University of Mato Grosso do Sul,Brazil,41.5–57.2
2024,401–600,Federal University of Santa Maria,Brazil,41.5–57.2
2024,401–600,Federal University of Uberlândia,Brazil,41.5–57.2
2024,401–600,Londrina State University,Brazil,41.5–57.2
2024,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,41.5–57.2
2024,401–600,Universidade Estadual de Maringá,Brazil,41.5–57.2
2024,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,41.5–57.2
2024,401–600,Universidade Nove de Julho (Uninove),Brazil,41.5–57.2
2024,601–800,Federal Rural University of Pernambuco,Brazil,26.0–41.4
2024,601–800,Federal University of Itajubá,Brazil,26.0–41.4
2024,601–800,Federal University of Pará,Brazil,26.0–41.4
2024,601–800,Fluminense Federal University,Brazil,26.0–41.4
2024,601–800,Universidade Federal do ABC (UFABC),Brazil,26.0–41.4
2024,601–800,Universidade Federal do Maranhão (UFMA),Brazil,26.0–41.4
2024,601–800,University of Fortaleza (UNIFOR),Brazil,26.0–41.4
2024,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,12.2–25.9
2024,801–1000,Universidade Federal de Sergipe,Brazil,12.2–25.9
2024,801–1000,Universidade Federal Rural do Semi-Arido,Brazil,12.2–25.9
2024,801–1000,Vila Velha University,Brazil,12.2–25.9
2025,=1,Universidade Estadual Paulista (Unesp),Brazil,100.0
2025,44,University of São Paulo,Brazil,98.5
2025,85,University of Campinas,Brazil,94.0
2025,95,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,93.0
2025,101–200,Federal University of Minas Gerais,Brazil,80.7–92.3
2025,101–200,Federal University of São Carlos,Brazil,80.7–92.3
2025,201–300,Federal University of Lavras,Brazil,70.8–80.5
2025,301–400,Universidade Federal de Santa Catarina,Brazil,61.8–70.7
2025,301–400,Universidade Federal do Paraná (UFPR),Brazil,61.8–70.7
2025,301–400,University of Caxias do Sul,Brazil,61.8–70.7
2025,401–600,Federal University of Mato Grosso do Sul,Brazil,47.9–61.5
2025,401–600,Federal University of Santa Maria,Brazil,47.9–61.5
2025,401–600,Federal University of Uberlândia,Brazil,47.9–61.5
2025,401–600,Londrina State University,Brazil,47.9–61.5
2025,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,47.9–61.5
