year,rank,institution,country,ods9_score
2025,401–600,Universidade Estadual de Maringá,Brazil,47.9–61.5
2025,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,47.9–61.5
2025,401–600,Universidade Nove de Julho (Uninove),Brazil,47.9–61.5
2025,601–800,Federal University of Espírito Santo,Brazil,32.4–47.5
2025,601–800,Federal University of Pará,Brazil,32.4–47.5
2025,601–800,Fluminense Federal University,Brazil,32.4–47.5
2025,601–800,Universidade Federal de Juiz de Fora,Brazil,32.4–47.5
2025,601–800,Universidade Federal de Sergipe,Brazil,32.4–47.5
2025,601–800,Universidade Federal do Maranhão (UFMA),Brazil,32.4–47.5
2025,601–800,University of Fortaleza (UNIFOR),Brazil,32.4–47.5
2025,801–1000,Centro Universitário Integrado,Brazil,18.9–32.3
2025,801–1000,UNESC,Brazil,18.9–32.3
2025,801–1000,Universidade Estadual do Maranhão,Brazil,18.9–32.3
2025,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,18.9–32.3
2025,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,3.9–18.8
2025,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,3.9–18.8
2025,1001+,Federal Rural University of Pernambuco,Brazil,3.9–18.8
2025,1001+,Universidade Federal Rural do Semi-Arido,Brazil,3.9–18.8
2025,1001+,Vila Velha University,Brazil,3.9–18.8
