year,rank,institution,country,ods17_score
2025,201–300,Federal University of Pará,Brazil,81.8–86.5
2025,301–400,Federal University of Mato Grosso do Sul,Brazil,77.4–81.7
2025,301–400,Fluminense Federal University,Brazil,77.4–81.7
2025,401–600,Federal University of Espírito Santo,Brazil,70.0–77.3
2025,401–600,Federal University of Rio de Janeiro,Brazil,70.0–77.3
2025,401–600,State University of Ponta Grossa,Brazil,70.0–77.3
2025,401–600,Universidade Estadual de Maringá,Brazil,70.0–77.3
2025,401–600,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,70.0–77.3
2025,401–600,Universidade Federal do Paraná (UFPR),Brazil,70.0–77.3
2025,601–800,Federal University of Minas Gerais,Brazil,63.3–69.9
2025,601–800,Federal University of Santa Maria,Brazil,63.3–69.9
2025,601–800,Federal University of Viçosa,Brazil,63.3–69.9
2025,601–800,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,63.3–69.9
2025,601–800,Universidade Estadual do Maranhão,Brazil,63.3–69.9
2025,601–800,Universidade Federal de Pernambuco,Brazil,63.3–69.9
2025,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,63.3–69.9
2025,601–800,University of São Paulo,Brazil,63.3–69.9
2025,801–1000,Londrina State University,Brazil,58.1–63.2
2025,801–1000,Pontifical Catholic University of Minas Gerais,Brazil,58.1–63.2
2025,801–1000,Positivo University,Brazil,58.1–63.2
2025,801–1000,UNESC,Brazil,58.1–63.2
2025,801–1000,Universidade Estadual Paulista (Unesp),Brazil,58.1–63.2
2025,801–1000,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,58.1–63.2
2025,801–1000,Universidade Federal de Santa Catarina,Brazil,58.1–63.2
2025,801–1000,University of Campinas,Brazil,58.1–63.2
2025,1001–1500,Ceará State University,Brazil,44.8–58.0
2025,1001–1500,Federal University of Itajubá,Brazil,44.8–58.0
2025,1001–1500,Federal University of Lavras,Brazil,44.8–58.0
2025,1001–1500,Federal University of São Carlos,Brazil,44.8–58.0
2025,1001–1500,Federal University of Uberlândia,Brazil,44.8–58.0
2025,1001–1500,Pontifícia Universidade Católica do Paraná,Brazil,44.8–58.0
2025,1001–1500,Universidade Federal de Ouro Preto (UFOP),Brazil,44.8–58.0
2025,1001–1500,Universidade Federal de Sergipe,Brazil,44.8–58.0
2025,1001–1500,Universidade Federal do ABC (UFABC),Brazil,44.8–58.0
2025,1001–1500,Universidade Federal do Maranhão (UFMA),Brazil,44.8–58.0
2025,1001–1500,University of Western São Paulo (UNOESTE),Brazil,44.8–58.0
2025,1001–1500,Vila Velha University,Brazil,44.8–58.0
2025,1501+,Centro Universitário Cesuca,Brazil,2.1–44.7
2025,1501+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.1–44.7
2025,1501+,Centro Universitário Senac - Campus Santo Amaro,Brazil,2.1–44.7
2025,1501+,Cruzeiro do Sul University,Brazil,2.1–44.7
2025,1501+,"Federal Institute of Education, Science and Technology of São Paulo",Brazil,2.1–44.7
2025,1501+,Federal Rural University of Pernambuco,Brazil,2.1–44.7
2025,1501+,FSG University Center,Brazil,2.1–44.7
2025,1501+,João Pessoa University Center (UNIPÊ),Brazil,2.1–44.7
2025,1501+,Modulo University Center,Brazil,2.1–44.7
2025,1501+,Universidade Cidade de São Paulo,Brazil,2.1–44.7
2025,1501+,Universidade Estadual de Feira de Santana (UEFS),Brazil,2.1–44.7
2025,1501+,Universidade Estadual do Norte do Paraná (UENP),Brazil,2.1–44.7
2025,1501+,Universidade Federal de Campina Grande,Brazil,2.1–44.7
2025,1501+,Universidade Federal de Juiz de Fora,Brazil,2.1–44.7
2025,1501+,Universidade Federal Rural do Semi-Arido,Brazil,2.1–44.7
2025,1501+,Universidade Nove de Julho (Uninove),Brazil,2.1–44.7
2025,1501+,University Braz Cubas,Brazil,2.1–44.7
2025,1501+,University Center of the Federal District,Brazil,2.1–44.7
2025,1501+,University of Brasília,Brazil,2.1–44.7
2025,1501+,University of Caxias do Sul,Brazil,2.1–44.7
2025,1501+,University of Fortaleza (UNIFOR),Brazil,2.1–44.7
2025,1501+,University of Franca,Brazil,2.1–44.7
