year,rank,institution,country,ods5_score
2023,801–1000,Universidade Federal Rural do Semi-Arido,Brazil,22.1–34.3
2023,801–1000,Fluminense Federal University,Brazil,22.1–34.3
2023,801–1000,University of Franca,Brazil,22.1–34.3
2023,1001+,Centro Universitário de Jaguariúna,Brazil,5.0–21.9
2023,1001+,Federal University of Itajubá,Brazil,5.0–21.9
2024,=28,Federal University of Mato Grosso do Sul,Brazil,72.9
2024,101–200,Londrina State University,Brazil,63.1–68.2
2024,101–200,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,63.1–68.2
2024,201–300,Federal University of Pará,Brazil,59.2–63.0
2024,201–300,University of São Paulo,Brazil,59.2–63.0
2024,301–400,Federal University of Minas Gerais,Brazil,55.3–59.1
2024,301–400,Federal University of Santa Maria,Brazil,55.3–59.1
2024,301–400,Federal University of Uberlândia,Brazil,55.3–59.1
2024,301–400,Universidade Estadual Paulista (Unesp),Brazil,55.3–59.1
2024,301–400,Universidade Federal de São Paulo (UNIFESP),Brazil,55.3–59.1
2024,301–400,Universidade Nove de Julho (Uninove),Brazil,55.3–59.1
2024,401–600,Fluminense Federal University,Brazil,48.2–55.2
2024,401–600,State University of Ponta Grossa,Brazil,48.2–55.2
2024,401–600,Universidade Estadual de Maringá,Brazil,48.2–55.2
2024,401–600,University of Campinas,Brazil,48.2–55.2
2024,601–800,Pontifícia Universidade Católica do Paraná,Brazil,42.1–48.1
2024,601–800,Universidade Estadual do Maranhão,Brazil,42.1–48.1
2024,601–800,Universidade Federal de Santa Catarina,Brazil,42.1–48.1
2024,601–800,Universidade Federal do Maranhão (UFMA),Brazil,42.1–48.1
2024,601–800,Universidade Federal do Paraná (UFPR),Brazil,42.1–48.1
2024,601–800,University of Western São Paulo (UNOESTE),Brazil,42.1–48.1
2024,801–1000,Federal Rural University of Pernambuco,Brazil,35.3–42.0
2024,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,35.3–42.0
2024,801–1000,Universidade Evangélica de Goiás,Brazil,35.3–42.0
2024,801–1000,Universidade Federal do ABC (UFABC),Brazil,35.3–42.0
2024,801–1000,Universidade Federal Rural do Semi-Arido,Brazil,35.3–42.0
2024,801–1000,Vila Velha University,Brazil,35.3–42.0
2024,1001+,João Pessoa University Center (UNIPÊ),Brazil,2.2–35.2
2024,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.2–35.2
2024,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,2.2–35.2
2024,1001+,Federal University of Itajubá,Brazil,2.2–35.2
2024,1001+,Federal University of São Carlos,Brazil,2.2–35.2
2024,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,2.2–35.2
2024,1001+,Universidade Federal de Juiz de Fora,Brazil,2.2–35.2
2024,1001+,Universidade Federal de Sergipe,Brazil,2.2–35.2
2024,1001+,University Braz Cubas,Brazil,2.2–35.2
2025,101–200,Federal University of Mato Grosso do Sul,Brazil,63.2–67.8
2025,101–200,Londrina State University,Brazil,63.2–67.8
2025,101–200,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,63.2–67.8
2025,201–300,Universidade Federal de São Paulo (UNIFESP),Brazil,59.5–63.1
2025,201–300,University of São Paulo,Brazil,59.5–63.1
2025,301–400,Federal University of Minas Gerais,Brazil,56.1–59.4
2025,301–400,Federal University of Pará,Brazil,56.1–59.4
2025,301–400,Fluminense Federal University,Brazil,56.1–59.4
2025,401–600,Federal University of Uberlândia,Brazil,49.9–56.0
2025,401–600,Universidade Estadual Paulista (Unesp),Brazil,49.9–56.0
2025,401–600,Universidade Federal do Maranhão (UFMA),Brazil,49.9–56.0
2025,401–600,Universidade Nove de Julho (Uninove),Brazil,49.9–56.0
2025,401–600,University of Campinas,Brazil,49.9–56.0
2025,601–800,Federal University of Espírito Santo,Brazil,44.3–49.8
2025,601–800,Federal University of Santa Maria,Brazil,44.3–49.8
2025,601–800,State University of Ponta Grossa,Brazil,44.3–49.8
2025,601–800,Universidade Estadual de Maringá,Brazil,44.3–49.8
2025,601–800,Universidade Federal do Paraná (UFPR),Brazil,44.3–49.8
2025,601–800,University of Western São Paulo (UNOESTE),Brazil,44.3–49.8
2025,801–1000,Federal University of Lavras,Brazil,38.8–44.2
2025,801–1000,Pontifícia Universidade Católica do Paraná,Brazil,38.8–44.2
2025,801–1000,Universidade Estadual do Maranhão,Brazil,38.8–44.2
2025,801–1000,Universidade Federal de Santa Catarina,Brazil,38.8–44.2
2025,1001–1500,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,15.3–38.7
2025,1001–1500,Federal Rural University of Pernambuco,Brazil,15.3–38.7
2025,1001–1500,Federal University of São Carlos,Brazil,15.3–38.7
2025,1001–1500,João Pessoa University Center (UNIPÊ),Brazil,15.3–38.7
2025,1001–1500,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,15.3–38.7
2025,1001–1500,UNESC,Brazil,15.3–38.7
2025,1001–1500,Universidade Estadual do Norte do Paraná (UENP),Brazil,15.3–38.7
2025,1001–1500,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,15.3–38.7
2025,1001–1500,Universidade Federal de Juiz de Fora,Brazil,15.3–38.7
2025,1001–1500,Universidade Federal de Sergipe,Brazil,15.3–38.7
2025,1001–1500,Universidade Federal do Sul e Sudeste do Pará- UNIFESSPA,Brazil,15.3–38.7
2025,1001–1500,Universidade Federal Rural do Semi-Arido,Brazil,15.3–38.7
2025,1001–1500,University of Franca,Brazil,15.3–38.7
2025,1001–1500,Vila Velha University,Brazil,15.3–38.7
2025,1501+,Centro Universitário Senac - Campus Santo Amaro,Brazil,3.0–15.0
2025,1501+,Federal University of Itajubá,Brazil,3.0–15.0
2025,1501+,University Braz Cubas,Brazil,3.0–15.0
