year,rank,institution,country,ods4_score
2023,201–300,Pontifícia Universidade Católica do Paraná,Brazil,62.6–66.5
2023,201–300,University of Western São Paulo (UNOESTE),Brazil,62.6–66.5
2023,301–400,Universidade Federal do Maranhão (UFMA),Brazil,58.7–62.5
2023,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,58.7–62.5
2023,301–400,Universidade Federal do Paraná (UFPR),Brazil,58.7–62.5
2023,301–400,Universidade Federal de São Paulo (UNIFESP),Brazil,58.7–62.5
2023,401–600,University of Campinas,Brazil,51.0–58.6
2023,401–600,Cogna Educação,Brazil,51.0–58.6
2023,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,51.0–58.6
2023,401–600,Universidade Federal de Pernambuco,Brazil,51.0–58.6
2023,401–600,Universidade Federal Rural do Semi-Arido,Brazil,51.0–58.6
2023,401–600,Federal University of Santa Maria,Brazil,51.0–58.6
2023,401–600,University of Franca,Brazil,51.0–58.6
2023,401–600,University of São Paulo,Brazil,51.0–58.6
2023,601–800,University of Caxias do Sul,Brazil,43.6–50.9
2023,601–800,Universidade Estadual de Maringá,Brazil,43.6–50.9
2023,601–800,Federal University of Espírito Santo,Brazil,43.6–50.9
2023,601–800,State University of Ponta Grossa,Brazil,43.6–50.9
2023,601–800,Vila Velha University,Brazil,43.6–50.9
2023,801–1000,Universidade Estadual do Maranhão,Brazil,35.8–43.5
2023,801–1000,Universidade Federal do ABC (UFABC),Brazil,35.8–43.5
2023,801–1000,Federal University of Itajubá,Brazil,35.8–43.5
2023,801–1000,Universidade Federal de Juiz de Fora,Brazil,35.8–43.5
2023,801–1000,Federal University of Lavras,Brazil,35.8–43.5
2023,801–1000,Federal Rural University of Pernambuco,Brazil,35.8–43.5
2023,801–1000,Universidade Federal de Santa Catarina,Brazil,35.8–43.5
2023,801–1000,Federal University of São Carlos,Brazil,35.8–43.5
2023,801–1000,Universidade Federal de Sergipe,Brazil,35.8–43.5
2023,801–1000,Fluminense Federal University,Brazil,35.8–43.5
2023,801–1000,University of South Santa Catarina (Unisul),Brazil,35.8–43.5
2023,1001+,University Braz Cubas,Brazil,2.8–35.7
2023,1001+,Centro Universitário de Jaguariúna,Brazil,2.8–35.7
2023,1001+,Centro Universitário Max Planck,Brazil,2.8–35.7
2023,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.8–35.7
2023,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,2.8–35.7
2023,1001+,Federal University of Paraí­ba (UFPB),Brazil,2.8–35.7
2024,=62,Positivo University,Brazil,77.2
2024,101–200,Federal University of Mato Grosso do Sul,Brazil,69.3–74.7
2024,201–300,Londrina State University,Brazil,65.7–69.2
2024,201–300,Universidade Federal de Ouro Preto (UFOP),Brazil,65.7–69.2
2024,201–300,Universidade Nove de Julho (Uninove),Brazil,65.7–69.2
2024,201–300,University of Brasília,Brazil,65.7–69.2
2024,201–300,University of São Paulo,Brazil,65.7–69.2
2024,301–400,Ceará State University,Brazil,62.1–65.6
2024,301–400,Federal University of Minas Gerais,Brazil,62.1–65.6
2024,301–400,Federal University of Pará,Brazil,62.1–65.6
2024,401–600,Universidade Federal de Pernambuco,Brazil,56.3–62.0
2024,401–600,Federal University of Santa Maria,Brazil,56.3–62.0
2024,401–600,Pontifícia Universidade Católica do Paraná,Brazil,56.3–62.0
2024,401–600,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,56.3–62.0
2024,401–600,Universidade Estadual Paulista (Unesp),Brazil,56.3–62.0
2024,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,56.3–62.0
2024,401–600,University of Campinas,Brazil,56.3–62.0
2024,401–600,University of Western São Paulo (UNOESTE),Brazil,56.3–62.0
2024,601–800,Federal University of São Carlos,Brazil,50.0–56.2
2024,601–800,Federal University of Uberlândia,Brazil,50.0–56.2
2024,601–800,Fluminense Federal University,Brazil,50.0–56.2
2024,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,50.0–56.2
2024,601–800,Universidade Federal do ABC (UFABC),Brazil,50.0–56.2
2024,601–800,Universidade Federal do Paraná (UFPR),Brazil,50.0–56.2
2024,601–800,Universidade Federal Rural do Semi-Arido,Brazil,50.0–56.2
2024,601–800,University of Caxias do Sul,Brazil,50.0–56.2
2024,601–800,Vila Velha University,Brazil,50.0–56.2
2024,801–1000,State University of Ponta Grossa,Brazil,44.2–49.9
2024,801–1000,UNESC,Brazil,44.2–49.9
2024,801–1000,Universidade Estadual de Maringá,Brazil,44.2–49.9
2024,801–1000,University of Fortaleza (UNIFOR),Brazil,44.2–49.9
2024,801–1000,University of Franca,Brazil,44.2–49.9
2024,1001–1500,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,25.7–44.1
2024,1001–1500,Federal Rural University of Pernambuco,Brazil,25.7–44.1
2024,1001–1500,Federal University of Itajubá,Brazil,25.7–44.1
2024,1001–1500,Federal University of Lavras,Brazil,25.7–44.1
2024,1001–1500,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,25.7–44.1
2024,1001–1500,Universidade Cidade de São Paulo,Brazil,25.7–44.1
2024,1001–1500,Cruzeiro do Sul University,Brazil,25.7–44.1
2024,1001–1500,Universidade Estadual de Feira de Santana (UEFS),Brazil,25.7–44.1
2024,1001–1500,Universidade Estadual do Maranhão,Brazil,25.7–44.1
2024,1001–1500,Universidade Estadual do Norte do Paraná (UENP),Brazil,25.7–44.1
2024,1001–1500,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,25.7–44.1
2024,1001–1500,Universidade Federal de Juiz de Fora,Brazil,25.7–44.1
2024,1001–1500,Universidade Federal de Santa Catarina,Brazil,25.7–44.1
2024,1001–1500,Universidade Federal de Sergipe,Brazil,25.7–44.1
2024,1001–1500,Universidade Federal do Maranhão (UFMA),Brazil,25.7–44.1
2024,1501+,João Pessoa University Center (UNIPÊ),Brazil,4.0–25.6
2024,1501+,Modulo University Center,Brazil,4.0–25.6
2024,1501+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,4.0–25.6
2024,1501+,Centro Universitário Senac - Campus Santo Amaro,Brazil,4.0–25.6
2024,1501+,Universidade Evangélica de Goiás,Brazil,4.0–25.6
2024,1501+,University Braz Cubas,Brazil,4.0–25.6
2025,101–200,Londrina State University,Brazil,68.4–74.2
2025,101–200,Universidade Nove de Julho (Uninove),Brazil,68.4–74.2
2025,101–200,University of São Paulo,Brazil,68.4–74.2
2025,201–300,"Federal Institute of Education, Science and Technology of São Paulo",Brazil,64.8–68.2
2025,201–300,Federal University of Minas Gerais,Brazil,64.8–68.2
2025,201–300,Federal University of Pará,Brazil,64.8–68.2
2025,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,61.9–64.7
2025,401–600,Federal University of Espírito Santo,Brazil,56.3–61.8
2025,401–600,Federal University of Mato Grosso do Sul,Brazil,56.3–61.8
2025,401–600,Pontifícia Universidade Católica do Paraná,Brazil,56.3–61.8
2025,401–600,Universidade Estadual Paulista (Unesp),Brazil,56.3–61.8
2025,401–600,Universidade Federal de Campina Grande,Brazil,56.3–61.8
2025,401–600,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,56.3–61.8
2025,401–600,University Center of the Federal District,Brazil,56.3–61.8
2025,401–600,University of Brasília,Brazil,56.3–61.8
2025,401–600,University of Campinas,Brazil,56.3–61.8
2025,401–600,University of Fortaleza (UNIFOR),Brazil,56.3–61.8
2025,601–800,Federal University of Santa Maria,Brazil,51.1–56.2
2025,601–800,Pontifical Catholic University of Minas Gerais,Brazil,51.1–56.2
2025,601–800,Positivo University,Brazil,51.1–56.2
2025,601–800,Universidade Federal de Pernambuco,Brazil,51.1–56.2
2025,801–1000,Centro Universitário Integrado,Brazil,46.3–51.0
2025,801–1000,Fluminense Federal University,Brazil,46.3–51.0
2025,801–1000,State University of Ponta Grossa,Brazil,46.3–51.0
2025,801–1000,Universidade Federal do Paraná (UFPR),Brazil,46.3–51.0
2025,801–1000,Universidade Federal Rural do Semi-Arido,Brazil,46.3–51.0
2025,801–1000,University of Caxias do Sul,Brazil,46.3–51.0
2025,801–1000,University of Western São Paulo (UNOESTE),Brazil,46.3–51.0
2025,1001–1500,Ceará State University,Brazil,33.4–46.2
2025,1001–1500,Federal Rural University of Pernambuco,Brazil,33.4–46.2
2025,1001–1500,Federal University of Lavras,Brazil,33.4–46.2
2025,1001–1500,Federal University of São Carlos,Brazil,33.4–46.2
2025,1001–1500,Federal University of Uberlândia,Brazil,33.4–46.2
2025,1001–1500,UNESC,Brazil,33.4–46.2
2025,1001–1500,Universidade Cidade de São Paulo,Brazil,33.4–46.2
2025,1001–1500,Universidade Estadual de Feira de Santana (UEFS),Brazil,33.4–46.2
2025,1001–1500,Universidade Estadual do Norte do Paraná (UENP),Brazil,33.4–46.2
2025,1001–1500,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,33.4–46.2
2025,1001–1500,Universidade Federal de Juiz de Fora,Brazil,33.4–46.2
2025,1001–1500,Universidade Federal de Santa Catarina,Brazil,33.4–46.2
2025,1001–1500,Universidade Federal de São Paulo (UNIFESP),Brazil,33.4–46.2
2025,1001–1500,Universidade Federal de Sergipe,Brazil,33.4–46.2
2025,1001–1500,Universidade Federal do Maranhão (UFMA),Brazil,33.4–46.2
2025,1001–1500,Vila Velha University,Brazil,33.4–46.2
2025,1501+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,1.7–33.3
2025,1501+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.7–33.3
2025,1501+,Cruzeiro do Sul University,Brazil,1.7–33.3
2025,1501+,FSG University Center,Brazil,1.7–33.3
2025,1501+,João Pessoa University Center (UNIPÊ),Brazil,1.7–33.3
2025,1501+,Modulo University Center,Brazil,1.7–33.3
2025,1501+,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,1.7–33.3
2025,1501+,Universidade Estadual de Maringá,Brazil,1.7–33.3
2025,1501+,Universidade Estadual do Maranhão,Brazil,1.7–33.3
2025,1501+,University Braz Cubas,Brazil,1.7–33.3
2025,1501+,University of Franca,Brazil,1.7–33.3
