year,rank,institution,country,ods14_score
2022,101–200,Universidade Federal do Paraná (UFPR),Brazil,52.3–67.6
2022,101–200,Universidade Federal de Santa Catarina,Brazil,52.3–67.6
2022,201–300,Universidade Estadual de Maringá,Brazil,38.1–52.2
2022,201–300,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,38.1–52.2
2022,201–300,Federal University of Espírito Santo,Brazil,38.1–52.2
2022,201–300,Federal University of Mato Grosso do Sul,Brazil,38.1–52.2
2022,201–300,Federal University of Santa Maria,Brazil,38.1–52.2
2022,201–300,Universidade Nove de Julho (Uninove),Brazil,38.1–52.2
2022,301–400,Universidade do Estado do Amazonas,Brazil,19.8–38.0
2022,301–400,Universidade Federal de Juiz de Fora,Brazil,19.8–38.0
2022,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,19.8–38.0
2022,301–400,Federal Rural University of Pernambuco,Brazil,19.8–38.0
2022,301–400,Universidade Federal Rural do Semi-Arido,Brazil,19.8–38.0
2022,301–400,Universidade Federal de Sergipe,Brazil,19.8–38.0
2022,301–400,Federal University of Uberlândia,Brazil,19.8–38.0
2022,301–400,Pontifical Catholic University of Minas Gerais,Brazil,19.8–38.0
2022,301–400,Vila Velha University,Brazil,19.8–38.0
2023,=88,Universidade Federal de São Paulo (UNIFESP),Brazil,71.7
2023,101–200,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,54.1–69.0
2023,101–200,Federal University of Espírito Santo,Brazil,54.1–69.0
2023,101–200,Federal University of Pará,Brazil,54.1–69.0
2023,101–200,Universidade Federal do Paraná (UFPR),Brazil,54.1–69.0
2023,101–200,University of São Paulo,Brazil,54.1–69.0
2023,201–300,Universidade Estadual de Maringá,Brazil,43.0–54.0
2023,201–300,Federal University of Rio de Janeiro,Brazil,43.0–54.0
2023,201–300,Universidade Federal de Santa Catarina,Brazil,43.0–54.0
2023,201–300,Federal University of Santa Maria,Brazil,43.0–54.0
2023,201–300,Universidade Nove de Julho (Uninove),Brazil,43.0–54.0
2023,301–400,University of Campinas,Brazil,28.2–42.9
2023,301–400,Universidade Federal de Juiz de Fora,Brazil,28.2–42.9
2023,301–400,Federal University of Mato Grosso do Sul,Brazil,28.2–42.9
2023,301–400,Federal Rural University of Pernambuco,Brazil,28.2–42.9
2023,301–400,Universidade Federal Rural do Semi-Arido,Brazil,28.2–42.9
2023,301–400,Universidade Federal de Sergipe,Brazil,28.2–42.9
2023,301–400,Fluminense Federal University,Brazil,28.2–42.9
2023,301–400,State University of Ponta Grossa,Brazil,28.2–42.9
2023,301–400,Vila Velha University,Brazil,28.2–42.9
2023,401+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,3.1–27.7
2023,401+,Cogna Educação,Brazil,3.1–27.7
2024,48,Universidade Federal do Paraná (UFPR),Brazil,79.3
2024,85,Federal University of Pará,Brazil,72.3
2024,101–200,Federal University of Espírito Santo,Brazil,58.8–69.8
2024,101–200,Federal University of Rio de Janeiro,Brazil,58.8–69.8
2024,101–200,University of São Paulo,Brazil,58.8–69.8
2024,201–300,Federal University of Mato Grosso do Sul,Brazil,48.3–58.7
2024,201–300,Federal University of Santa Maria,Brazil,48.3–58.7
2024,201–300,Fluminense Federal University,Brazil,48.3–58.7
2024,201–300,Londrina State University,Brazil,48.3–58.7
2024,201–300,Universidade Estadual de Maringá,Brazil,48.3–58.7
2024,201–300,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,48.3–58.7
2024,201–300,Universidade Federal de Santa Catarina,Brazil,48.3–58.7
2024,201–300,Universidade Federal de São Paulo (UNIFESP),Brazil,48.3–58.7
2024,301–400,Federal University of São Carlos,Brazil,39.8–48.2
2024,301–400,Universidade Estadual Paulista (Unesp),Brazil,39.8–48.2
2024,301–400,Universidade Federal Rural do Semi-Arido,Brazil,39.8–48.2
2024,301–400,University of Campinas,Brazil,39.8–48.2
2024,401–600,Federal Rural University of Pernambuco,Brazil,10.7–39.7
2024,401–600,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,10.7–39.7
2024,401–600,Universidade Federal de Juiz de Fora,Brazil,10.7–39.7
2024,401–600,Universidade Federal de Sergipe,Brazil,10.7–39.7
2024,401–600,Universidade Nove de Julho (Uninove),Brazil,10.7–39.7
2024,401–600,Vila Velha University,Brazil,10.7–39.7
2024,601+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,1.6–10.1
2024,601+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.6–10.1
2025,101–200,Federal University of Pará,Brazil,57.3–69.4
2025,101–200,Fluminense Federal University,Brazil,57.3–69.4
2025,101–200,Londrina State University,Brazil,57.3–69.4
2025,101–200,Universidade Federal do Paraná (UFPR),Brazil,57.3–69.4
2025,101–200,University of São Paulo,Brazil,57.3–69.4
2025,201–300,Federal University of Mato Grosso do Sul,Brazil,48.1–57.0
2025,201–300,Federal University of Minas Gerais,Brazil,48.1–57.0
2025,201–300,Universidade Estadual Paulista (Unesp),Brazil,48.1–57.0
2025,301–400,Federal University of Espírito Santo,Brazil,41.5–48.0
2025,301–400,Federal University of Lavras,Brazil,41.5–48.0
2025,301–400,Federal University of Rio de Janeiro,Brazil,41.5–48.0
2025,301–400,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,41.5–48.0
2025,301–400,Universidade Federal de Santa Catarina,Brazil,41.5–48.0
2025,301–400,Universidade Federal de São Paulo (UNIFESP),Brazil,41.5–48.0
2025,301–400,University of Campinas,Brazil,41.5–48.0
2025,401–600,Federal Rural University of Pernambuco,Brazil,23.4–41.2
2025,401–600,Federal University of Santa Maria,Brazil,23.4–41.2
2025,401–600,Federal University of São Carlos,Brazil,23.4–41.2
2025,401–600,Universidade Estadual de Maringá,Brazil,23.4–41.2
2025,401–600,Universidade Estadual do Maranhão,Brazil,23.4–41.2
2025,401–600,Universidade Federal de Sergipe,Brazil,23.4–41.2
2025,401–600,Universidade Federal Rural do Semi-Arido,Brazil,23.4–41.2
2025,401–600,Universidade Nove de Julho (Uninove),Brazil,23.4–41.2
2025,601+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,2.0–23.3
2025,601+,Centro Universitário Senac - Campus Santo Amaro,Brazil,2.0–23.3
2025,601+,Federal University of Itajubá,Brazil,2.0–23.3
2025,601+,Universidade Federal de Juiz de Fora,Brazil,2.0–23.3
2025,601+,University Braz Cubas,Brazil,2.0–23.3
