year,rank,institution,country,ods7_score
2023,301–400,Universidade Federal de Sergipe,Brazil,51.9–56.1
2023,401–600,Universidade Estadual de Maringá,Brazil,38.7–51.8
2023,401–600,Universidade Federal do Triângulo Mineiro,Brazil,38.7–51.8
2023,401–600,Universidade Federal Rural do Semi-Arido,Brazil,38.7–51.8
2023,401–600,Universidade Federal de Santa Catarina,Brazil,38.7–51.8
2023,401–600,Federal University of Santa Maria,Brazil,38.7–51.8
2023,401–600,State University of Ponta Grossa,Brazil,38.7–51.8
2023,601–800,Cogna Educação,Brazil,11.1–38.6
2023,601–800,Universidade Estadual do Maranhão,Brazil,11.1–38.6
2023,601–800,Universidade Federal de Juiz de Fora,Brazil,11.1–38.6
2023,601–800,Federal University of Mato Grosso do Sul,Brazil,11.1–38.6
2023,601–800,Federal University of Paraí­ba (UFPB),Brazil,11.1–38.6
2023,601–800,Federal Rural University of Pernambuco,Brazil,11.1–38.6
2023,601–800,Fluminense Federal University,Brazil,11.1–38.6
2023,601–800,University of South Santa Catarina (Unisul),Brazil,11.1–38.6
2024,18,Federal University of Itajubá,Brazil,77.2
2024,=34,Federal University of Pará,Brazil,74.5
2024,=46,Federal University of Viçosa,Brazil,73.5
2024,=46,Londrina State University,Brazil,73.5
2024,94,University of São Paulo,Brazil,69.9
2024,101–200,Federal University of Mato Grosso do Sul,Brazil,63.4–69.1
2024,201–300,Universidade Federal do Paraná (UFPR),Brazil,59.6–63.3
2024,301–400,Federal University of São Carlos,Brazil,55.5–59.5
2024,301–400,Universidade Federal de Ouro Preto (UFOP),Brazil,55.5–59.5
2024,301–400,Universidade Federal do ABC (UFABC),Brazil,55.5–59.5
2024,301–400,University of Campinas,Brazil,55.5–59.5
2024,301–400,University of Western São Paulo (UNOESTE),Brazil,55.5–59.5
2024,401–600,Federal University of Lavras,Brazil,46.4–55.2
2024,401–600,Fluminense Federal University,Brazil,46.4–55.2
2024,401–600,Universidade Estadual do Maranhão,Brazil,46.4–55.2
2024,401–600,Universidade Federal de Sergipe,Brazil,46.4–55.2
2024,401–600,Universidade Federal do Maranhão (UFMA),Brazil,46.4–55.2
2024,401–600,Universidade Nove de Julho (Uninove),Brazil,46.4–55.2
2024,601–800,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,33.5–46.3
2024,601–800,Federal University of Santa Maria,Brazil,33.5–46.3
2024,601–800,Universidade Estadual de Maringá,Brazil,33.5–46.3
2024,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,33.5–46.3
2024,601–800,Universidade Estadual Paulista (Unesp),Brazil,33.5–46.3
2024,601–800,Universidade Federal de Santa Catarina,Brazil,33.5–46.3
2024,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,33.5–46.3
2024,601–800,Universidade Federal Rural do Semi-Arido,Brazil,33.5–46.3
2024,801+,Centro Universitário Senac - Campus Santo Amaro,Brazil,0.1–33.4
2024,801+,Federal Rural University of Pernambuco,Brazil,0.1–33.4
2024,801+,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,0.1–33.4
2024,801+,Universidade Federal de Juiz de Fora,Brazil,0.1–33.4
2024,801+,University Braz Cubas,Brazil,0.1–33.4
2025,101–200,Federal University of Mato Grosso do Sul,Brazil,60.8–66.9
2025,101–200,Federal University of Minas Gerais,Brazil,60.8–66.9
2025,101–200,Federal University of São Carlos,Brazil,60.8–66.9
2025,101–200,Federal University of Viçosa,Brazil,60.8–66.9
2025,101–200,University of São Paulo,Brazil,60.8–66.9
2025,201–300,Federal University of Pará,Brazil,56.8–60.7
2025,201–300,Londrina State University,Brazil,56.8–60.7
2025,201–300,Universidade Federal de Santa Catarina,Brazil,56.8–60.7
2025,201–300,University of Western São Paulo (UNOESTE),Brazil,56.8–60.7
2025,301–400,Federal University of Lavras,Brazil,52.7–56.7
2025,301–400,Universidade Federal de Sergipe,Brazil,52.7–56.7
2025,401–600,Fluminense Federal University,Brazil,45.7–52.6
2025,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,45.7–52.6
2025,401–600,Universidade Federal do Paraná (UFPR),Brazil,45.7–52.6
2025,401–600,University of Campinas,Brazil,45.7–52.6
2025,601–800,Federal University of Itajubá,Brazil,37.8–45.6
2025,601–800,Universidade Estadual de Maringá,Brazil,37.8–45.6
2025,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,37.8–45.6
2025,601–800,Universidade Federal do ABC (UFABC),Brazil,37.8–45.6
2025,601–800,Universidade Federal do Maranhão (UFMA),Brazil,37.8–45.6
2025,601–800,Universidade Federal Rural do Semi-Arido,Brazil,37.8–45.6
2025,601–800,Universidade Nove de Julho (Uninove),Brazil,37.8–45.6
2025,801–1000,Federal University of Espírito Santo,Brazil,26.9–37.7
2025,801–1000,Federal University of Santa Maria,Brazil,26.9–37.7
2025,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,26.9–37.7
2025,801–1000,Universidade Federal de Campina Grande,Brazil,26.9–37.7
2025,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,0.6–26.8
2025,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,0.6–26.8
2025,1001+,Federal Rural University of Pernambuco,Brazil,0.6–26.8
2025,1001+,UNESC,Brazil,0.6–26.8
2025,1001+,Universidade Estadual do Maranhão,Brazil,0.6–26.8
2025,1001+,Universidade Federal de Juiz de Fora,Brazil,0.6–26.8
2025,1001+,University Braz Cubas,Brazil,0.6–26.8
