year,rank,institution,country,ods13_score
2022,401–600,Universidade Federal do Ceará (UFC),Brazil,18.7–36.4
2022,401–600,Federal University of Espírito Santo,Brazil,18.7–36.4
2022,401–600,Federal University of Itajubá,Brazil,18.7–36.4
2022,401–600,Universidade Federal de Juiz de Fora,Brazil,18.7–36.4
2022,401–600,Federal University of Mato Grosso do Sul,Brazil,18.7–36.4
2022,401–600,Universidade Federal do Paraná (UFPR),Brazil,18.7–36.4
2022,401–600,Federal Rural University of Pernambuco,Brazil,18.7–36.4
2022,401–600,Universidade Federal de Santa Catarina,Brazil,18.7–36.4
2022,401–600,Federal University of Santa Maria,Brazil,18.7–36.4
2022,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,18.7–36.4
2022,401–600,Universidade Federal de Sergipe,Brazil,18.7–36.4
2022,401–600,Pontifical Catholic University of Minas Gerais,Brazil,18.7–36.4
2022,601+,Universidade Federal de Ouro Preto (UFOP),Brazil,1.8–18.6
2022,601+,Universidade Federal Rural do Semi-Arido,Brazil,1.8–18.6
2023,101–200,Universidade Nove de Julho (Uninove),Brazil,56.6–66.3
2023,201–300,University of São Paulo,Brazil,48.0–56.4
2023,301–400,Universidade Federal do Paraná (UFPR),Brazil,41.4–47.9
2023,401–600,University of Campinas,Brazil,25.7–41.3
2023,401–600,Universidade Estadual de Maringá,Brazil,25.7–41.3
2023,401–600,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,25.7–41.3
2023,401–600,Universidade Federal do ABC (UFABC),Brazil,25.7–41.3
2023,401–600,Federal University of Itajubá,Brazil,25.7–41.3
2023,401–600,Federal University of Mato Grosso do Sul,Brazil,25.7–41.3
2023,401–600,Federal University of Pará,Brazil,25.7–41.3
2023,401–600,Universidade Federal de Santa Catarina,Brazil,25.7–41.3
2023,401–600,Federal University of Santa Maria,Brazil,25.7–41.3
2023,401–600,Universidade Federal de São Paulo (UNIFESP),Brazil,25.7–41.3
2023,401–600,Universidade Federal de Sergipe,Brazil,25.7–41.3
2023,601+,Cogna Educação,Brazil,1.8–25.6
2023,601+,Federal University of Espírito Santo,Brazil,1.8–25.6
2023,601+,Universidade Federal de Juiz de Fora,Brazil,1.8–25.6
2023,601+,Federal Rural University of Pernambuco,Brazil,1.8–25.6
2023,601+,Universidade Federal Rural do Semi-Arido,Brazil,1.8–25.6
2023,601+,State University of Ponta Grossa,Brazil,1.8–25.6
2024,201–300,Federal University of Mato Grosso do Sul,Brazil,53.5–60.6
2024,201–300,Universidade Federal do Paraná (UFPR),Brazil,53.5–60.6
2024,301–400,Federal University of Uberlândia,Brazil,46.7–53.4
2024,301–400,Universidade Federal de Sergipe,Brazil,46.7–53.4
2024,301–400,Universidade Nove de Julho (Uninove),Brazil,46.7–53.4
2024,301–400,University of Campinas,Brazil,46.7–53.4
2024,301–400,University of São Paulo,Brazil,46.7–53.4
2024,401–600,Federal University of Itajubá,Brazil,36.0–46.6
2024,401–600,Federal University of Pará,Brazil,36.0–46.6
2024,401–600,Universidade Estadual de Maringá,Brazil,36.0–46.6
2024,401–600,Universidade Estadual Paulista (Unesp),Brazil,36.0–46.6
2024,401–600,Universidade Federal de Santa Catarina,Brazil,36.0–46.6
2024,401–600,Universidade Federal do ABC (UFABC),Brazil,36.0–46.6
2024,601–800,Federal Rural University of Pernambuco,Brazil,21.6–35.9
2024,601–800,Federal University of Santa Maria,Brazil,21.6–35.9
2024,601–800,Fluminense Federal University,Brazil,21.6–35.9
2024,601–800,Universidade Estadual do Maranhão,Brazil,21.6–35.9
2024,601–800,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,21.6–35.9
2024,601–800,Universidade Federal de Juiz de Fora,Brazil,21.6–35.9
2024,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,21.6–35.9
2024,601–800,Universidade Federal Rural do Semi-Arido,Brazil,21.6–35.9
2024,801+,Federal University of São Carlos,Brazil,1.8–21.5
2024,801+,Londrina State University,Brazil,1.8–21.5
2024,801+,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,1.8–21.5
2024,801+,University Braz Cubas,Brazil,1.8–21.5
2025,201–300,Federal University of Minas Gerais,Brazil,54.1–61.2
2025,201–300,University of São Paulo,Brazil,54.1–61.2
2025,301–400,Federal University of Mato Grosso do Sul,Brazil,48.4–53.9
2025,301–400,Universidade Nove de Julho (Uninove),Brazil,48.4–53.9
2025,401–600,Federal University of Lavras,Brazil,39.4–48.3
2025,401–600,Federal University of Pará,Brazil,39.4–48.3
2025,401–600,Federal University of Rio de Janeiro,Brazil,39.4–48.3
2025,401–600,Federal University of Uberlândia,Brazil,39.4–48.3
2025,401–600,Universidade Federal de Sergipe,Brazil,39.4–48.3
2025,401–600,University of Campinas,Brazil,39.4–48.3
2025,601–800,Federal University of Espírito Santo,Brazil,29.7–39.3
2025,601–800,Federal University of São Carlos,Brazil,29.7–39.3
2025,601–800,Fluminense Federal University,Brazil,29.7–39.3
2025,601–800,Londrina State University,Brazil,29.7–39.3
2025,601–800,Universidade Estadual do Maranhão,Brazil,29.7–39.3
2025,601–800,Universidade Federal de Santa Catarina,Brazil,29.7–39.3
2025,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,29.7–39.3
2025,601–800,Universidade Federal do Paraná (UFPR),Brazil,29.7–39.3
2025,601–800,Universidade Federal Rural do Semi-Arido,Brazil,29.7–39.3
2025,801–1000,Federal Rural University of Pernambuco,Brazil,15.4–29.6
2025,801–1000,Federal University of Itajubá,Brazil,15.4–29.6
2025,801–1000,Federal University of Santa Maria,Brazil,15.4–29.6
2025,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,15.4–29.6
2025,801–1000,Universidade Estadual de Maringá,Brazil,15.4–29.6
2025,801–1000,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,15.4–29.6
2025,801–1000,Universidade Federal de Juiz de Fora,Brazil,15.4–29.6
2025,1001+,Centro Universitário Nossa Senhora do Patrocínio (CEUNSP),Brazil,1.7–15.3
2025,1001+,Centro Universitário Senac - Campus Santo Amaro,Brazil,1.7–15.3
2025,1001+,UNESC,Brazil,1.7–15.3
2025,1001+,University Braz Cubas,Brazil,1.7–15.3
2025,1001+,Vila Velha University,Brazil,1.7–15.3
